District,State,County,Tract,Block
44A,24,005,430104,1016
44A,24,005,430101,2017
44A,24,005,430101,2007
44A,24,005,430101,2008
44A,24,005,430104,1010
44A,24,005,430104,1021
44A,24,005,430104,1018
44A,24,005,430104,1017
44A,24,005,430104,1004
44A,24,005,430104,1003
44A,24,005,430104,1002
44A,24,005,430104,2024
44A,24,005,430104,2021
44A,24,005,430104,2022
44A,24,005,430104,1001
44A,24,005,430104,2025
12B,24,003,750204,2018
12B,24,003,750204,2017
12B,24,003,750204,2007
12B,24,003,750204,2016
12B,24,003,750204,2024
12B,24,003,750204,2025
12B,24,003,750204,2009
12B,24,003,750204,2008
12B,24,003,750204,2006
12B,24,003,750201,2022
12B,24,003,750201,2014
12B,24,003,750201,2015
12B,24,003,750201,2017
12B,24,003,750204,1036
12B,24,003,750204,2005
12B,24,003,750204,1034
12B,24,003,750204,1023
12B,24,003,750204,2014
12B,24,003,750204,2023
12B,24,003,750204,2011
12B,24,003,750204,2010
12B,24,003,750204,2002
12B,24,003,750204,2003
12B,24,003,750204,2012
12B,24,003,750204,2001
12B,24,003,750204,3024
12B,24,003,750204,2000
12B,24,003,750204,3002
12B,24,003,750204,1029
12B,24,003,750204,2004
12B,24,003,750204,1027
12B,24,003,750204,1028
12B,24,003,750201,1001
12B,24,003,750201,1004
12B,24,003,750201,1014
12B,24,003,750201,1009
12B,24,003,750803,4015
12B,24,003,750803,4014
12B,24,003,750803,4016
32,24,003,750400,2000
12B,24,003,750803,4017
12B,24,003,750803,4013
32,24,003,750300,2013
12B,24,003,750201,1007
12B,24,003,750300,1005
12B,24,003,750201,2007
12B,24,003,750201,2010
12B,24,003,750201,2019
12B,24,003,750201,2006
12B,24,003,750201,2011
12B,24,003,750201,2013
12B,24,003,750201,2021
12B,24,003,750201,2003
12B,24,003,750201,2005
12B,24,003,750201,2004
12B,24,003,750201,1008
12B,24,003,750201,1006
12B,24,003,750201,1000
12B,24,003,750201,1003
12B,24,003,750201,2009
12B,24,003,750201,1005
12B,24,003,750201,1011
12B,24,003,750201,1002
12B,24,003,750201,2001
12B,24,003,750204,1032
12B,24,003,750204,1025
12B,24,003,750204,1050
12B,24,003,750204,1044
12B,24,003,750204,1043
12B,24,003,750204,1062
12B,24,003,750204,1063
12B,24,003,750204,1049
12B,24,003,750204,1045
12B,24,003,750204,1042
12B,24,003,750204,1041
12B,24,003,750204,1040
12B,24,003,750204,1017
12B,24,003,750204,1004
12B,24,003,750102,1038
12B,24,003,750102,2017
12B,24,003,750102,1051
12B,24,003,750102,1037
12B,24,003,750102,2019
12B,24,003,750102,1031
12B,24,003,750204,1016
12B,24,003,750204,1003
12B,24,003,750102,1050
12B,24,003,750102,1036
12B,24,003,750102,1035
12B,24,003,750102,1030
12B,24,003,750102,1026
12B,24,003,750204,1061
12B,24,003,750204,1056
12B,24,003,750204,1046
12B,24,003,750204,1055
12B,24,003,750204,1047
40,24,510,190100,2002
40,24,510,160300,2013
40,24,510,160300,2010
40,24,510,160300,2006
40,24,510,160300,2011
40,24,510,160300,2012
40,24,510,160200,3007
40,24,510,190100,2009
40,24,510,190100,2006
40,24,510,190100,2001
40,24,510,160200,3006
40,24,510,160200,2010
40,24,510,190100,1009
40,24,510,190100,1008
40,24,510,190100,1013
40,24,510,190100,1007
40,24,510,190100,1001
40,24,510,190100,1000
40,24,510,190100,2008
40,24,510,280600,3026
40,24,510,280600,3025
40,24,510,280600,3019
40,24,510,280600,3020
40,24,510,280600,3018
40,24,510,280600,3027
40,24,510,280600,3024
40,24,510,280600,3028
40,24,510,280600,3021
40,24,510,280600,3014
40,24,510,280600,3017
40,24,510,280600,3007
40,24,510,280600,3015
46,24,510,220100,2019
46,24,510,220100,2020
46,24,510,220100,2015
46,24,510,220100,2016
46,24,510,220100,2009
46,24,510,220100,2008
46,24,510,220100,2002
46,24,510,220100,2010
46,24,510,040100,2008
46,24,510,040100,2001
46,24,510,220100,2003
46,24,510,040100,2009
46,24,510,040100,2000
46,24,510,220100,2023
46,24,510,220100,2018
46,24,510,220100,2017
46,24,510,220100,2024
46,24,510,220100,2007
46,24,510,220100,2005
46,24,510,220100,2025
46,24,510,220100,2006
46,24,510,220100,2004
46,24,510,220100,2001
46,24,510,040100,2010
46,24,510,040100,3068
46,24,510,220100,2000
46,24,510,040100,3066
46,24,510,040100,3067
46,24,510,040100,3055
46,24,510,040100,3050
46,24,510,040100,3065
46,24,510,040100,3049
40,24,510,040200,1030
46,24,510,220100,1000
46,24,510,220100,2011
40,24,510,040100,2011
40,24,510,040100,2005
40,24,510,040100,2004
40,24,510,040100,2003
40,24,510,040100,2007
40,24,510,040100,2002
40,24,510,040100,2006
46,24,510,230100,1010
46,24,510,230100,1009
46,24,510,230100,1005
46,24,510,230100,1004
46,24,510,230100,1003
46,24,510,230100,2018
46,24,510,230100,1011
46,24,510,230100,1019
46,24,510,230100,1023
46,24,510,230100,1020
46,24,510,230100,1012
46,24,510,230100,1018
46,24,510,230100,1002
46,24,510,230100,2017
46,24,510,230100,1013
46,24,510,230100,1001
46,24,510,230100,2019
46,24,510,230100,2014
46,24,510,230100,2005
46,24,510,230100,2006
46,24,510,230100,2004
46,24,510,230100,2003
46,24,510,220100,1015
40,24,510,180300,2000
40,24,510,040200,1035
46,24,510,220100,1005
46,24,510,220100,1008
46,24,510,220100,1004
46,24,510,220100,1003
40,24,510,040200,1036
40,24,510,040200,1034
40,24,510,040200,1026
40,24,510,040200,1033
40,24,510,040200,1027
46,24,510,220100,1007
46,24,510,220100,1019
46,24,510,220100,1009
46,24,510,220100,1002
40,24,510,040200,1032
40,24,510,040200,1028
46,24,510,220100,1016
46,24,510,220100,1020
46,24,510,220100,1024
46,24,510,220100,1017
46,24,510,220100,1025
46,24,510,220100,1018
46,24,510,220100,1023
46,24,510,220100,1022
46,24,510,220100,1021
46,24,510,220100,2012
46,24,510,220100,1010
46,24,510,220100,1001
40,24,510,040200,1031
40,24,510,040200,1029
40,24,510,160300,1001
40,24,510,160300,1000
40,24,510,160200,1006
40,24,510,160200,1005
40,24,510,150100,3011
40,24,510,150100,3010
40,24,510,150100,3007
40,24,510,150100,3006
40,24,510,160200,1007
40,24,510,160200,1008
40,24,510,160200,1004
40,24,510,160200,1003
40,24,510,160200,1009
40,24,510,160200,1002
40,24,510,150100,3005
40,24,510,150100,3004
40,24,510,160200,3003
40,24,510,160200,3002
40,24,510,160200,3001
40,24,510,160200,3000
40,24,510,160200,1013
40,24,510,160200,1014
40,24,510,160200,1012
40,24,510,160100,3004
40,24,510,160100,2002
40,24,510,160100,2001
40,24,510,160100,2003
40,24,510,160100,2000
40,24,510,160100,3016
40,24,510,160100,3011
40,24,510,160100,3010
40,24,510,160100,3005
40,24,510,160100,3015
40,24,510,160100,3012
40,24,510,160100,3009
40,24,510,160100,3006
40,24,510,160200,1010
40,24,510,160200,1011
40,24,510,160200,1001
40,24,510,160200,1000
40,24,510,160100,3003
40,24,510,150100,3003
40,24,510,150100,3002
40,24,510,150100,3001
40,24,510,160100,3001
40,24,510,160100,3000
40,24,510,160100,3002
40,24,510,150100,3009
40,24,510,150100,3000
40,24,510,140300,4017
40,24,510,280600,3023
40,24,510,280600,3029
40,24,510,280600,3022
40,24,510,280600,3013
40,24,510,280600,3009
40,24,510,280600,3010
40,24,510,280600,3012
40,24,510,280600,3011
40,24,510,280600,1021
40,24,510,280600,1010
40,24,510,280600,1009
40,24,510,280600,1006
40,24,510,280600,1020
40,24,510,280600,1011
40,24,510,210100,2006
40,24,510,210200,2020
40,24,510,210200,2023
40,24,510,210100,2030
40,24,510,210100,2031
40,24,510,210100,2021
40,24,510,210100,2020
40,24,510,210100,2022
40,24,510,210100,2014
40,24,510,210100,2025
40,24,510,210200,2018
40,24,510,210100,2013
40,24,510,210100,2005
40,24,510,210100,2004
40,24,510,210100,2003
40,24,510,210200,2002
40,24,510,180300,2005
40,24,510,210200,2001
40,24,510,180300,2026
40,24,510,180300,2004
40,24,510,180300,2003
40,24,510,180300,1019
40,24,510,180300,1016
40,24,510,180300,1011
40,24,510,180300,1003
40,24,510,180300,1020
40,24,510,180300,1002
40,24,510,210200,2000
40,24,510,180300,2025
40,24,510,180300,2002
40,24,510,210100,2002
40,24,510,180300,2001
40,24,510,180300,1007
40,24,510,180300,2020
40,24,510,180300,2011
40,24,510,180300,1014
40,24,510,180300,1006
40,24,510,210200,2003
40,24,510,180300,2008
40,24,510,180300,2030
40,24,510,180300,2007
40,24,510,180300,2029
40,24,510,180300,2006
40,24,510,180300,2009
40,24,510,180300,2010
40,24,510,180300,1018
40,24,510,180300,1013
40,24,510,180300,1005
40,24,510,180300,1017
40,24,510,180300,1012
40,24,510,180300,1004
40,24,510,210200,1005
40,24,510,210200,1006
40,24,510,210100,2028
40,24,510,210100,2027
40,24,510,210100,2029
40,24,510,210100,2026
40,24,510,210100,2019
40,24,510,210100,2017
40,24,510,210100,2016
40,24,510,210200,2021
40,24,510,210200,2019
40,24,510,210100,2018
40,24,510,210100,2015
40,24,510,190100,2035
40,24,510,190200,1008
40,24,510,190200,1001
40,24,510,190200,2013
40,24,510,210200,1015
40,24,510,190200,2009
40,24,510,190200,2012
40,24,510,190200,2011
40,24,510,210200,2017
40,24,510,210200,2016
40,24,510,210200,2015
40,24,510,210200,2004
40,24,510,190200,1016
40,24,510,190200,2010
40,24,510,190200,2002
40,24,510,190200,1011
40,24,510,190200,1012
40,24,510,190200,2001
40,24,510,190200,2000
40,24,510,190200,1014
40,24,510,190200,1015
40,24,510,190200,1007
40,24,510,190200,1004
40,24,510,190100,1012
40,24,510,190200,1013
40,24,510,190200,1006
40,24,510,190200,1005
40,24,510,190200,1000
40,24,510,180300,2028
40,24,510,180300,2015
40,24,510,180300,2027
40,24,510,180300,2016
40,24,510,190300,1010
40,24,510,190300,1011
40,24,510,190300,1012
40,24,510,190300,1001
40,24,510,190300,1000
40,24,510,210200,1014
40,24,510,190200,2015
40,24,510,190200,2006
40,24,510,190200,2014
40,24,510,190200,2007
40,24,510,190200,2008
40,24,510,190300,2027
40,24,510,190300,2022
40,24,510,190300,2015
40,24,510,190300,2016
40,24,510,190300,2026
40,24,510,190300,2023
40,24,510,190300,2025
40,24,510,190300,2024
40,24,510,190300,2005
40,24,510,190300,2006
40,24,510,190300,2007
40,24,510,190300,2000
40,24,510,190300,2001
40,24,510,190200,2005
40,24,510,190200,1017
40,24,510,190200,1010
40,24,510,190200,2004
40,24,510,190200,2003
40,24,510,190200,1009
40,24,510,190200,1003
40,24,510,190200,1002
46,24,510,250301,1005
46,24,510,250301,1035
46,24,510,250301,1012
46,24,510,250301,1007
46,24,510,250301,1004
46,24,510,250301,2001
46,24,510,250301,2000
46,24,510,250301,1003
46,24,510,250301,1006
46,24,510,210200,1034
46,24,510,250301,1013
46,24,510,250301,1014
46,24,510,250301,1017
46,24,510,250301,1015
46,24,510,250301,1002
46,24,510,210100,1029
46,24,510,210100,1042
46,24,510,210100,1043
46,24,510,210100,1041
46,24,510,250301,1001
40,24,510,210200,1029
40,24,510,210200,1013
40,24,510,210200,1028
40,24,510,210200,1016
40,24,510,210200,1017
40,24,510,210200,1012
40,24,510,210200,2024
40,24,510,190300,1019
40,24,510,190300,1020
40,24,510,190300,1013
40,24,510,190300,1014
40,24,510,190300,1002
40,24,510,140200,2012
40,24,510,140200,1009
40,24,510,140200,1005
40,24,510,140200,1008
40,24,510,140200,1007
40,24,510,150100,3008
40,24,510,150100,2005
40,24,510,150100,2004
40,24,510,150100,1008
40,24,510,150100,1009
40,24,510,150100,1006
40,24,510,150100,1007
40,24,510,150100,2006
40,24,510,150100,2002
40,24,510,150100,2003
40,24,510,150100,2001
40,24,510,150100,1003
40,24,510,150100,2000
40,24,510,150100,1004
40,24,510,140300,2004
40,24,510,150100,1001
40,24,510,150400,2015
40,24,510,150100,1000
40,24,510,130300,3011
40,24,510,130300,3003
40,24,510,130300,3004
40,24,510,130300,3006
40,24,510,130300,3005
40,24,510,140300,2002
40,24,510,140300,2003
40,24,510,130300,3009
40,24,510,130300,3007
40,24,510,130300,2008
40,24,510,140300,1003
40,24,510,130300,1007
40,24,510,130300,1008
40,24,510,130300,1003
40,24,510,130300,1004
40,24,510,130300,2001
40,24,510,130400,2003
40,24,510,130300,2000
40,24,510,130400,2002
40,24,510,130300,2004
40,24,510,130400,2001
40,24,510,130300,1000
40,24,510,130100,1010
40,24,510,130100,1009
40,24,510,130300,1001
40,24,510,130100,1011
40,24,510,130100,1008
40,24,510,130400,2000
40,24,510,130100,1012
40,24,510,130100,1007
40,24,510,130100,1013
40,24,510,130100,1005
40,24,510,130100,1003
40,24,510,130100,1001
40,24,510,130100,1004
40,24,510,140300,4014
40,24,510,140300,4010
40,24,510,140300,4011
40,24,510,140300,4013
40,24,510,140300,4012
40,24,510,140300,3007
40,24,510,130300,3002
40,24,510,150400,1013
40,24,510,150400,1006
40,24,510,150400,1007
40,24,510,150400,1000
40,24,510,130400,1009
40,24,510,150400,1005
40,24,510,150400,1004
40,24,510,150400,1002
40,24,510,150400,1001
40,24,510,130400,3002
40,24,510,130400,3003
40,24,510,130400,3001
40,24,510,150500,2009
40,24,510,130400,1010
40,24,510,130400,1005
40,24,510,130400,1008
40,24,510,130400,1007
40,24,510,130400,1002
40,24,510,150400,1003
40,24,510,130400,2010
40,24,510,130400,2005
40,24,510,130400,3008
40,24,510,130400,2009
40,24,510,130400,3007
40,24,510,130400,3004
40,24,510,130400,2008
40,24,510,130400,3006
40,24,510,130400,3005
40,24,510,130300,3001
40,24,510,130400,2006
40,24,510,130300,3000
40,24,510,150200,3011
40,24,510,150200,2004
40,24,510,150200,3012
40,24,510,150200,2008
40,24,510,150200,2009
40,24,510,150200,2010
40,24,510,150200,2003
40,24,510,150200,2002
40,24,510,150200,2001
40,24,510,150200,3013
40,24,510,150200,3014
40,24,510,150200,2000
40,24,510,150100,1011
40,24,510,150100,1010
40,24,510,150200,3015
40,24,510,150100,1005
40,24,510,150200,3004
40,24,510,150400,2010
40,24,510,150200,3003
40,24,510,150200,3002
40,24,510,150400,2011
40,24,510,150400,2002
40,24,510,150400,2004
40,24,510,150400,1009
40,24,510,150400,2003
40,24,510,150400,1010
40,24,510,150200,3001
40,24,510,150400,2001
40,24,510,150200,3000
40,24,510,150100,1002
40,24,510,150400,1011
40,24,510,150400,2000
40,24,510,280600,3016
40,24,510,280600,3008
40,24,510,280600,3006
40,24,510,190100,2007
40,24,510,190100,2000
40,24,510,160200,3005
40,24,510,160200,3004
40,24,510,160100,2007
40,24,510,280600,3005
40,24,510,280600,3002
40,24,510,280600,3001
40,24,510,160100,2008
40,24,510,160100,2006
40,24,510,160100,2005
40,24,510,160300,2005
40,24,510,160300,2000
40,24,510,160300,1014
40,24,510,160300,1011
40,24,510,160300,1010
40,24,510,160300,1008
40,24,510,160300,1009
40,24,510,160200,2004
40,24,510,160200,2003
40,24,510,160200,2009
40,24,510,160200,2005
40,24,510,160200,2002
40,24,510,160200,2001
40,24,510,160200,2006
40,24,510,160200,2007
40,24,510,160200,2008
40,24,510,160200,2000
40,24,510,160300,1003
40,24,510,160400,1004
40,24,510,160400,1001
40,24,510,160400,1000
40,24,510,160400,2000
40,24,510,160400,1006
40,24,510,160300,2002
40,24,510,160300,2004
40,24,510,160300,2001
40,24,510,160400,1005
40,24,510,160300,1013
40,24,510,160300,1006
40,24,510,160300,1012
40,24,510,160300,1007
40,24,510,160400,3003
40,24,510,160400,3002
40,24,510,160400,3000
40,24,510,160400,3001
40,24,510,150200,1017
40,24,510,150200,1014
40,24,510,150200,1015
40,24,510,150200,1007
40,24,510,160300,1005
40,24,510,160300,1004
40,24,510,160300,1002
40,24,510,150200,1013
40,24,510,150200,1012
40,24,510,150200,1008
40,24,510,150200,1009
40,24,510,150200,1011
40,24,510,150200,1010
40,24,510,150600,2003
40,24,510,160500,1005
40,24,510,160400,2007
40,24,510,190100,2011
40,24,510,190100,2004
40,24,510,190100,2003
40,24,510,160300,2014
40,24,510,160400,2003
40,24,510,160300,2008
40,24,510,160300,2003
40,24,510,160300,2009
40,24,510,160300,2007
40,24,510,160500,2001
40,24,510,160500,2000
40,24,510,160500,1008
40,24,510,160400,3012
40,24,510,160400,3013
40,24,510,160400,3009
40,24,510,160400,3010
40,24,510,160400,3005
40,24,510,160400,3008
40,24,510,160400,3007
40,24,510,160400,3006
40,24,510,160500,1007
40,24,510,160500,1001
40,24,510,150200,1016
40,24,510,160400,3004
40,24,510,160500,1000
40,24,510,150200,1006
40,24,510,160400,1008
40,24,510,160400,2001
40,24,510,160400,1007
40,24,510,160400,1003
40,24,510,160400,1002
40,24,510,200100,2007
40,24,510,200100,2004
40,24,510,200100,1016
40,24,510,200100,2008
40,24,510,200100,1012
40,24,510,200100,1011
40,24,510,200100,1007
40,24,510,200100,1009
40,24,510,200100,2003
40,24,510,200100,2009
40,24,510,200100,2002
40,24,510,190100,2036
40,24,510,190100,2021
40,24,510,200100,2001
40,24,510,200100,2000
40,24,510,200100,1008
40,24,510,190100,2014
40,24,510,190100,2013
40,24,510,190100,2012
40,24,510,160400,2015
40,24,510,160400,2012
40,24,510,200100,1003
40,24,510,160400,2008
40,24,510,160400,2011
40,24,510,160400,2006
40,24,510,160400,2002
40,24,510,160400,2009
40,24,510,160400,2010
40,24,510,160400,2004
40,24,510,160400,2005
40,24,510,200100,1004
40,24,510,200100,1000
40,24,510,160600,2007
40,24,510,160600,2008
40,24,510,160500,5004
40,24,510,160500,5012
40,24,510,160500,5009
40,24,510,160500,5010
40,24,510,160500,5006
40,24,510,160500,5007
40,24,510,160500,5002
40,24,510,160500,5003
40,24,510,160500,1004
40,24,510,160500,5001
40,24,510,160500,5011
40,24,510,160500,5008
40,24,510,160500,5005
40,24,510,160500,5000
40,24,510,160500,2005
40,24,510,160500,2004
40,24,510,160500,1011
40,24,510,160500,2003
40,24,510,160500,2002
40,24,510,160500,1010
40,24,510,160500,1009
40,24,510,160500,1012
40,24,510,160500,1006
40,24,510,160500,1003
40,24,510,160500,1002
40,24,510,150300,2009
40,24,510,200200,3016
40,24,510,200200,3013
40,24,510,200200,3010
40,24,510,200200,3018
40,24,510,160500,4012
40,24,510,160500,3007
40,24,510,160500,3004
40,24,510,160500,4011
40,24,510,160500,4001
40,24,510,160500,4007
40,24,510,160500,4008
40,24,510,160500,4006
40,24,510,160500,4003
40,24,510,200200,1002
40,24,510,200200,1001
40,24,510,200200,3012
40,24,510,200200,3002
40,24,510,200200,1000
40,24,510,200200,3011
40,24,510,200200,1007
40,24,510,200200,3003
40,24,510,160500,3008
40,24,510,160500,3003
40,24,510,160500,4010
40,24,510,160500,4005
40,24,510,160500,4004
40,24,510,160500,4009
40,24,510,160500,3009
40,24,510,160500,3002
40,24,510,200200,3001
40,24,510,160500,3001
40,24,510,160500,2011
40,24,510,160500,2010
40,24,510,160500,2012
40,24,510,160500,2006
40,24,510,160600,2012
41,24,510,200701,3014
41,24,510,200701,2002
41,24,510,200701,2003
41,24,510,200701,2009
41,24,510,200701,2004
41,24,510,200701,2008
41,24,510,200701,2007
41,24,510,200800,2021
41,24,510,200600,2002
41,24,510,200702,1011
41,24,510,200702,1013
40,24,510,200600,2001
40,24,510,200600,2006
40,24,510,200600,2000
40,24,510,200600,2004
41,24,510,200702,1010
40,24,510,200600,3014
40,24,510,200600,3015
40,24,510,200600,3002
40,24,510,200600,3003
41,24,510,200701,2010
40,24,510,200600,3013
40,24,510,200600,3012
40,24,510,200600,3004
40,24,510,200600,3005
40,24,510,200600,3006
40,24,510,200600,3011
40,24,510,200600,3007
40,24,510,200600,3008
40,24,510,200600,3001
40,24,510,200600,3000
40,24,510,250206,1009
40,24,510,200200,2004
40,24,510,200200,2008
40,24,510,160600,4004
40,24,510,200200,2019
40,24,510,160600,4003
40,24,510,160600,4002
40,24,510,160600,4001
40,24,510,200200,2007
40,24,510,200200,2009
40,24,510,200200,2016
40,24,510,160600,3003
40,24,510,160600,3004
40,24,510,160600,3012
40,24,510,160600,4006
40,24,510,160600,4000
40,24,510,160600,3002
40,24,510,160600,4007
40,24,510,160600,4005
40,24,510,200200,2003
40,24,510,200200,2002
40,24,510,160600,3008
40,24,510,160600,3005
40,24,510,160600,3007
40,24,510,160600,3009
40,24,510,160600,3006
40,24,510,160600,2017
40,24,510,160600,3001
40,24,510,160600,3000
40,24,510,160600,2014
40,24,510,160600,2016
40,24,510,160600,5000
40,24,510,160600,1003
40,24,510,200300,1001
40,24,510,200100,2006
40,24,510,200300,2014
40,24,510,200300,2012
40,24,510,200300,2013
40,24,510,200300,2011
40,24,510,200300,2007
40,24,510,200300,2004
40,24,510,200300,2006
40,24,510,200300,2001
40,24,510,200300,1015
40,24,510,200300,2005
40,24,510,200300,2000
40,24,510,200300,1014
40,24,510,190300,1022
40,24,510,190300,1017
40,24,510,190300,1015
40,24,510,190300,1021
40,24,510,190300,1023
40,24,510,190300,1016
40,24,510,190300,1018
40,24,510,190300,1006
40,24,510,190300,1005
40,24,510,190300,2018
40,24,510,190300,1004
40,24,510,190300,2028
40,24,510,190300,1008
40,24,510,190300,1007
40,24,510,190300,1009
40,24,510,190300,1003
40,24,510,200300,1012
40,24,510,200300,1009
40,24,510,200500,4004
40,24,510,200500,4013
40,24,510,200500,4007
40,24,510,200500,4005
40,24,510,200500,1003
40,24,510,200500,1004
40,24,510,200500,1000
40,24,510,200300,2010
40,24,510,200300,2009
40,24,510,200500,4006
40,24,510,200300,1016
40,24,510,200300,2008
40,24,510,200300,2003
40,24,510,200300,2002
40,24,510,200300,1011
40,24,510,200500,4002
40,24,510,200400,1008
40,24,510,200500,4001
40,24,510,200400,1015
40,24,510,200400,1007
40,24,510,200400,1005
40,24,510,200400,1001
40,24,510,200200,3017
40,24,510,200400,1006
40,24,510,200400,1000
40,24,510,200200,3019
40,24,510,200500,4000
40,24,510,200300,1008
40,24,510,200300,1010
40,24,510,200300,1007
40,24,510,200300,1006
40,24,510,200300,1002
40,24,510,250303,1013
40,24,510,250303,1012
40,24,510,250303,2001
40,24,510,250303,2004
40,24,510,250303,2005
40,24,510,250303,2000
40,24,510,250303,3003
40,24,510,250303,3004
40,24,510,250303,3006
40,24,510,210200,1036
40,24,510,250303,1011
40,24,510,250303,1022
40,24,510,250303,1014
40,24,510,250303,1019
40,24,510,250303,1010
40,24,510,250303,3000
40,24,510,250303,1009
40,24,510,250303,1007
40,24,510,250303,1001
40,24,510,250206,1004
40,24,510,200600,1026
40,24,510,250206,1021
40,24,510,250206,1002
40,24,510,250206,1001
40,24,510,200600,1027
40,24,510,200600,1011
40,24,510,200500,3004
40,24,510,200500,3005
40,24,510,200500,2008
40,24,510,200500,2007
40,24,510,200500,3001
40,24,510,200500,3003
40,24,510,200500,3002
40,24,510,250206,1000
40,24,510,250206,1003
40,24,510,210200,1037
40,24,510,200500,2009
40,24,510,200500,2006
40,24,510,200500,2004
40,24,510,200500,2005
40,24,510,200500,2001
40,24,510,200500,2002
40,24,510,200500,2003
40,24,510,200500,3000
40,24,510,200400,2010
40,24,510,200400,2009
40,24,510,200400,2008
40,24,510,200400,2007
40,24,510,200400,2001
40,24,510,200200,2017
40,24,510,200200,1011
40,24,510,200200,1010
40,24,510,200400,2006
40,24,510,200400,2005
40,24,510,200400,2004
40,24,510,200400,2003
40,24,510,200400,2002
40,24,510,200400,2000
40,24,510,200200,1012
40,24,510,200200,1009
40,24,510,200500,4012
40,24,510,200500,4011
40,24,510,200400,1014
40,24,510,200500,4017
40,24,510,200500,4010
40,24,510,200400,1013
40,24,510,200400,1012
40,24,510,200400,1003
40,24,510,200200,1008
40,24,510,200400,1002
40,24,510,200200,1013
40,24,510,200200,1004
40,24,510,200400,1011
40,24,510,200400,1009
40,24,510,200400,1010
40,24,510,200400,1004
40,24,510,200200,1005
40,24,510,200200,1006
40,24,510,210200,1024
40,24,510,200500,1007
40,24,510,200500,1006
40,24,510,200500,2000
40,24,510,200500,1005
40,24,510,210200,1039
40,24,510,210200,1022
40,24,510,200300,2015
40,24,510,200300,2016
40,24,510,210200,1025
40,24,510,200500,1001
40,24,510,200500,4016
40,24,510,200500,1002
40,24,510,200500,4015
40,24,510,200500,4014
40,24,510,200500,4009
40,24,510,200500,4008
40,24,510,200500,4003
40,24,510,250206,1014
40,24,510,250206,1019
40,24,510,250206,1018
40,24,510,200600,2009
40,24,510,200600,2010
40,24,510,200600,1018
40,24,510,200600,1017
40,24,510,200600,1019
40,24,510,200600,1020
40,24,510,200600,1024
40,24,510,200600,1021
40,24,510,200600,1016
40,24,510,200600,1015
40,24,510,250206,1027
40,24,510,250206,1006
40,24,510,250206,1007
40,24,510,250206,1017
40,24,510,250206,1016
40,24,510,250206,1008
40,24,510,200600,2011
40,24,510,250206,1005
40,24,510,200600,1023
40,24,510,200600,1022
40,24,510,200600,1014
40,24,510,200600,1010
40,24,510,200600,1025
40,24,510,200600,1013
40,24,510,200600,1012
40,24,510,200600,3010
40,24,510,200600,3009
40,24,510,200600,1009
40,24,510,200600,1008
40,24,510,150701,1009
40,24,510,150701,2015
40,24,510,150701,2017
40,24,510,150701,2016
40,24,510,150701,2012
40,24,510,150701,2004
40,24,510,150701,2003
40,24,510,160700,5007
40,24,510,160700,5006
40,24,510,160700,5000
40,24,510,160700,4004
40,24,510,150600,4012
40,24,510,150600,4011
40,24,510,150600,4009
40,24,510,150600,4002
40,24,510,160700,4003
40,24,510,150600,4013
40,24,510,150600,2006
40,24,510,150600,4010
40,24,510,150600,4001
40,24,510,150600,3014
40,24,510,150600,3009
40,24,510,150600,3024
40,24,510,150600,3002
40,24,510,150702,2016
40,24,510,150702,2010
40,24,510,150702,2011
40,24,510,150702,2012
40,24,510,150702,2014
40,24,510,150702,2013
40,24,510,150600,3013
40,24,510,150600,3010
40,24,510,150300,1001
40,24,510,150200,3008
40,24,510,150200,3007
40,24,510,150200,1003
40,24,510,150200,1002
40,24,510,150200,1004
40,24,510,150200,1001
40,24,510,150200,1000
40,24,510,150200,3009
40,24,510,150200,3006
40,24,510,150200,3010
40,24,510,150200,3005
40,24,510,150400,3017
40,24,510,150300,1000
40,24,510,150400,3015
40,24,510,150400,3016
40,24,510,150400,2013
40,24,510,150400,2014
40,24,510,150400,2007
40,24,510,150400,3010
40,24,510,150400,3009
40,24,510,150400,2006
40,24,510,150400,1012
40,24,510,150400,2012
40,24,510,150400,2009
40,24,510,150400,2008
40,24,510,150400,2005
40,24,510,150400,1008
40,24,510,150200,1005
40,24,510,150200,2006
40,24,510,150200,2005
40,24,510,150200,2007
40,24,510,160700,5004
40,24,510,160700,5002
40,24,510,150600,4015
40,24,510,150600,4004
40,24,510,160700,5005
40,24,510,160700,5001
40,24,510,160700,5008
40,24,510,150600,4007
40,24,510,150600,4008
40,24,510,150600,3015
40,24,510,150600,4014
40,24,510,150600,4003
40,24,510,150600,3018
41,24,510,150600,3005
40,24,510,150600,3017
40,24,510,150600,3016
40,24,510,150600,3007
40,24,510,150600,3004
40,24,510,150702,2008
40,24,510,150702,2007
40,24,510,150600,3008
40,24,510,150600,3003
40,24,510,150702,2009
40,24,510,150702,2002
41,24,510,150800,2017
41,24,510,150800,1000
41,24,510,150800,2020
41,24,510,150800,2019
41,24,510,150800,2014
41,24,510,150800,2018
41,24,510,150800,2013
41,24,510,150701,1012
40,24,510,160700,2003
40,24,510,160700,3014
40,24,510,160600,1004
40,24,510,160600,1002
40,24,510,160700,2002
40,24,510,160700,3003
40,24,510,160700,2001
40,24,510,160700,4012
40,24,510,160700,5012
40,24,510,160700,4005
40,24,510,160700,2000
40,24,510,160700,3013
40,24,510,160700,3002
40,24,510,160700,3015
40,24,510,160700,1004
40,24,510,160700,3001
40,24,510,160700,4011
40,24,510,160700,4010
40,24,510,160700,4006
40,24,510,160700,4008
